label,tweet
sadness,yang saya lakukan ketika mikir keras      mantengin leptop berharap dapat ide  buntu     setel musik berharap merilekskan otak  biar ada inspirasi  buntu     glibag glibug di kasur  merenung sambil meluk bantal  kemudian ketiduran 
happy,kalau sudah dengar gitu  meskipun tahu itu adalah kalimat yang diulang  tapi efek menenangkannya selalu sama   intinya kata bapak   rumuse sabar dan tawakal  maka akan ada rezeki dari arah yang tidak di sangka    wes to percoyo ae  wes bismillah 
fear,maaf prof  bukan hanya takut ditelanjangi  jauhi korupsi kerna itu dosa  bagi yang masih punya iman takutlah kepada allah yang maha mengetahui    
anger,pemimpin mendidik rt jadi tukang minta x alias ngemis ya pak    kalau minta ke warganya sendiri tidak apa x karena warga memang punya tukang sampah begitu lho pa kewajiban  uang dikumpulkan warga untuk bayar thr petugas keamanan
sadness,kalau memang tadu hari terakhir bisa bercanda  sama kamu inshaallah saya sudah siap buat pisah    biar berat juga tidak boleh egois  semoga sukses ya kamu ke depan
fear,apa saya tak merepotkanmu  sensei  tanyanya khawatir  hifumi pun mengambil sandal lalu memakainya  masih sedikit kebesaran tapi tak apa  toh hanya sandal rumah 
love,cinta yang sebenarnya     cinta adalah ketika sayyidina rabi ah bin ka ab ditanya oleh rasulullah saw apa keinginanmu  lalu ia pun menjawab   aku hanya minta satu perkara  yakni agar dapat menemanimu di syurga  
anger,sudah survey ke beberapa cewek yang bilang  cowok itu omonganya tidak bisa di pegang  ternyata mitos gaes   dan sekarang si cewek itulah yang begitu  jadi  yang tidak bisa di pegang omongannya siapa  coba kita survey untuk yang ini   apakah sama atau berbeda  ku rasa pasti sama
happy,congraduation angela merici akuu  agak sedih sih yaa padahal kamu sudah sengaja ngalah buat aku  tapi tetap duluan kamuuu  sudah sarjana lho njel  dikurangi yaa lemot nya
love,dari dulu suka gemes sndr tiap abang main game maapin ya kalau maminya sering ikutan nimbeung ya bang  cinta  kiddos  play  games
anger,min gimana nih yang sesi pertam waktunya hampir habis tapi belum bisa login sama sekali dari tadi  apakah ada penjadwalan ulang untuk tesnya  kan kesalahan dari server bukan pelamar
sadness,ya tidak semua sih  banyak juga yang serius  tapi ya begitu mungkin anda belum ketemu  mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya  begitu
anger,yang ditanyakan lagi nanti ada di dalam artikel itu terus kalau tidak puas bikin deskripsi sendiri di hujat hujat sendiri  
love,kaulah ibuku cinta kasihku terima kasihku takkan pernah terhenti kamu bagai matahari yang selalu bersinar sinari hidupku dengan kehangatanmu
happy,alhamdulillah ya  anak sultan ini sidang  terharu saya        fakultas hukum in depok  jawa barat w    
fear,dari dulu kalau punya peliharaan dirumah selalu deg deg an bangeeet kalau dia lagi malas makan  takut kenapa kenapa terus sakit saya nya jadi ikutan stress kalau gn kan
fear,di kostan saya sering muncul  saya sama teman saya selalu matiin tapi muncul lagi dan akhirnya yang terakhir kita bakar ampe sekarang tidak pernah muncul lagi  takut sekali sama ini sumpah
sadness,sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw     
sadness,siapa sih di dunia yang tidak punya hater  rasul yang mulia saja punya  budha saja punya  nabi isa saja punya  nah apalagi eloh sama gueh      ya kaaan
anger,when sexual harrassment jadi hot topoc di semua medsos  diawali sama yucub opini mba gitasav  skandal gitasav yang ramai ampe accoun twitter doi dideactive  dan diakhiri mbak via vallen yang blow up chat doi sam sam bule  masih tidak sold out thinking sama orang yang bicara  
fear,pernah saya tanya  kok sore sudah pulang   males mas  takut kemaleman  kadang suka ada beruang lewat sama hewan buas lainnya   nah loh  mampus sudah aing  tiap siang langsung saya pergi balik ke jambi  itu belum gangguan sosok mistis kalau kemaleman di jalan
love,seringkali kita luput menyadari  betapa banyaknya kita meminta cinta dari orang lain betapa bnyknya kita mminta perhatian dari orang lain  tapi betpa sedikitnya kita memberi cinta dan perhatian pda orang lain  fiersabesari
happy,buat saya  apa yang dilakukan via valen simbol perlawanan yang perlu didukung  apapun profesinya wanita tetap harus dihormati dan dihargai
anger,teman   kuliah dimana cik  me   binus  teman   jurusan apa  me   psychology teman   bisa baca sifat saya dong  coba dong baca saya orgnya bagaimana eh nyet  nih ya kalau saya bisa baca sifat orang mah gabakalan saya gagal dalam percintaan mulus pasti hidup saya tanpa adanya fakefrendzz
love,di setiap pandangan mata genggaman tangan pelukan hangat ada definisi cinta bagi tiap pasangan ada pemahaman yang berbeda ada pengertian yang berbeda mungkin kamu akan lebih banyak terluka tapi itu tidak akan membuatmu berhenti mencari cinta  a perfect cinta
anger,kalau ini tidak ada bukti berarti fitnah  tolong   menindaklanjuti pernyataan ybs  jangan sampai dianggap tidak berani ya pak 
happy,finally    karena tujuan sudah tercapai  berani buka twitt lagi  tak takut spoiler lagi ohhooo
happy,sangat bersyukur bisa mendoakan kakeknya  bung karno  bersama anak anak yatim piatu   bulanbungkarno  junibulanbungkarno  penyambunglidahrakyatindonesia  nomor untukjatim  jatimpilihgusipulputi  kabehsedulurkabehmakmur   h
anger,saya makin dalam mengenalnya  paham sisi lainnya yang kasar  brengsek  tidak punya hati  suka memanfaatkan orang  egois  joke ing  mesum dan masih banyak sisi buruk lainnya  ya   di seorang phsyco yang tak terduga 
sadness,saat eike bilang  mah kok pusingku tidak ilang ilang ya   jawaban mama singkat padat mengiris iris hati   ya itu karena kamu kegendutan  makanya pusing   semua penyakit yang ada dalam diri ini selalu mama hubungin karena efek  kelemon montok kepunjulen  termasuk kecetit  gatel 
anger,katanya bapak reformasi dan demokrasi di negeri kita ini  tapi kenyataannya sebaliknya tidak mau mengakui kelebihan seseorang  pemimpin macam apa itu  tidak ada yang bisa diambil contoh dari nya  kami sebagai generasi muda menolak
sadness,lucu saja gitu  ngebayangin  dulunya tiap hari di kota itu  tidak kepikir bakal pergi dari sana  terus nantinya kalau saya ke kota itu jatuhnya jadi berkunjung  aneh  aneh aja   sebenarnya saya ingin nangis  mau bilang ikutttt sama orang orang yang mau ke sana  saya kangen
love,sampai saat seorang teman lelakimu datang kerumah dan meminta izin pada papa untuk mengambilmu darinya  papa akan sangat berhati hati memberikan izin karena papa tahu bahwa lelaku itulah yang akan menggantikan posisinya nanti 
anger,sudah lagi pusing  di chat abang gojek  yang mana sudah lupa karena sudah banyak sekali yang jadi driverku  terus di chat sama anak seangkatan yang chat nya alay sekali  lum bubu si   ingin muntah   
anger,masih juga bego    dia dihukum atau ditembak tidak masalah dan tidak ada yang bela   nah sibangsat cabul kabur padahal yang bela  jt orang tolol  masih tidak berani juga balik   kenapa    kalau waras berpikir pasti kamu tahu jawabannya
happy,       tiga tahun yang lalu  pertama kalinya ngenalin cowok ke orang tua dengan modus si cowok ini mau ngajarin matematika buat sbmptn  whutttt   tahun  
sadness,lulusan sastra inggris macam apa yang bicara bahasa inggrisnya  curiga  dengan kata  curious     yang benar kan  suspicious       sudah untung saya tidak bicara  delicious  yaallah s s saya
anger,mana min jwban dari permasalahan sinyal di area pondok kelapa jaktim sdhkah ada jwban saya harus ganti kartu karna device saya   ny pakai kartu  
sadness,harusnya kamu bahagia kayun   karena khia sudah merelakan ngetag kayun  meluangkan sedikit waktu untuk mengingat kayun  tapi kayunya bukanya senang malah begitu   kaya ada sedih sedihnya begitu wkwkw
fear,benar juga sih  di tempat saya ada   gereja  belum pernah saya lihat adain imunisasi untuk anak anak mereka  dan di kelenteng pun juga sama  tidak ada juga   ngeri sekali depopulasi   
anger,perempuan  yang bilang tidak mau pacaran karena dosa  mau langsung dinikahin aja  dihalalin mana sinii  biar saya suruh bicara sama yang makan atiii karena nikah tidak cintaa  kasihan nangis sndirian  temani giihh  
sadness,di line ada lapak yang lagi ramai bertengkar bahas  orang jawa yang bicara pakai gue lo  terus yang bikin status pakai bahasa jawa yg komen juga pakai bahasa jawa  lalu saya termenung karena saya tak mengerti  
anger,saya kalau pakai internet banking full site dari handphone  untuk transfer ke sesama rekening bca   appli    masih bisa   appli    masih bisa  tapi untuk tekan tombol  lanjut     kirim  tidak bisa  memang dana tidak terkirim  tapi akhirnya saya haru
fear,ketika idung nyium bau bau tidak enak lalu teman yang rumahnya lumayan jauh ngechat di saya  kalian nyium bau gas tidak    njirrr iya ini bau gas ini bukan gas beracun kan huh   ko jadi parno sih
love,saya tidak ngerti lagi kenapa sayang sekali sama mereka  apalagi daehyun  thn ikuti mereka  mau menang atau kalah tetap care ny ke mereka
anger,jenis orang yang bikin males dari awal ketemu adalah yang senang sekali nyombongin diri sendiri  ya mungkin sebenarnya karena dia tidak pede ya  jadi butuh pengakuan  tapi males sekali tidak sih bicara sama orang kek gini  meski pun dia cantik ganteng banget 
anger,kok ngabalin di sebut tokoh  tidak salah tuh  hidungnya tambah gede ntar  toko sorban kali ya 
anger,samin rasis sudah tua pikun sudah tidak punya rasa sehingga lupa statemenya melampui tuhan   nggugu karsane priyonggo   gonjak ganyuk ngelingsemi      
love,ter dimana pun kamu berada sekarang saya hanya mau bilang rasa sayang saya ke kamu tidak pernah berubah   saya tunggu kamu disini    kalau memang leave tolong jangan lupain saya ya hehe kaya saya yang tidak akan lupain kamu   saya baru sadar kalau saya memang sayang kamu dar
love,cinta of my life  my first son  my spirit  my reason to face the world   besok anak mama mulei sekolah lagi di tempat yang baru  pengalamam baru  petualangan baru  teman  baru  miss yang baru
happy,asal kamu tahu aja  orang kurus kecil itu sebenarnya makannya banyak  tapi tidak gede begitu lhoo    dan sebaliknya orang gendut     makan sedikit tapi gendut    jangan minder jadi orang kurus gemuk   bersyukur saja sama allah
anger,makanya kalau niat kenal baik di balas dengan niat baik    lah kalau di cuekin y cuekin balik lagi memang saya rugi kehilangan kamu aduh kamu salah orang broo
fear,kok ngeri bacanya   ibuku juga bilang begitu sih  efeknya tuh ke mata  jadi mending gausah 
happy,kalian boleh maju dalam pelajaran   mungkin mencapai deretan gelar kesarjanaan apa saja   tapi tanpa mencintai sastra  kalian tinggal hanya hewan yang pandai  
love,tidak ada kepastian yang kuinginkan dari dirimu asal tahun depan ku bisa pergi ke laut denganmu yang polos  kachuusha   daplangu beach  ujung kulon island
happy,yakin  bahwa semua yang kita amalkan kita berikan sama orang lain  sedekah  akan ada gantinya  bismillah  ikhlas   semua yang disimpan terlalu lama tidak baik  bagi sedikit hartamu untuk orang yang membutuhkan  karena hidup bukan selalu tentang harta 
sadness,hehe iya masih sakit fir    
anger,tapi dia itu bule dong  menurut persepsi dia mungkin itu normal bule bebas ngapain saja gitu  ingin ku berkata kasar     kasar     
sadness,kabar baik ku pagi ini    dapat tagihan uang kegiatan sekolah kamu setahun  dan pengumuman kenaikan spp    hmm ukk nya saja belum selesai baiklah  lebaran tidak sah jajan n jalan     dirumah sajah   
happy,tahu acara yang paling asik  acara asikahan anak kita nanti      inisahurtiketcomharike  
fear,dek  saya cuma takut  perasaan saya akan melebihi batas sebagai kakak kelas  berhenti ya  sekalipun alasan kamu mengabari saya adalah karena bosan 
anger,iya di dm lewat twitter begitu tadi sempet selewat ngeliat  sebenarnya boleh saja minta hapus foto  konser atau sue kalau mereka tidak mau  macem jelpi  tapi kalau suruh tutup sih bodoh sih 
fear,njirrr kalau sudah memasuki daerah rumah ada motor dibelakang langsung ngebut  gabrani liat spion  kecepatan menjadi sangat kencang i could fly my heart is about to explode bcz degdegan
love,i cinta you  i cinta you so much  saya sering sangat bicara gini ke kamu  tapi semoga kamu tidak bosan ya  soalnya apa yang saya omongin itu semua benar tulus dari hati saya
happy,ko si drummer ini lucu sih mukanya  kek tengil tapi ngegemesin  terus mulai dibiasin   sereceh itu saya punya bias 
love,walaupun kita jauh secara fisik  kita tahu kita selalu bersama  walaupun kita tidak mengatakan saya cinta kamu  kita tahu kita mencintai satu sama lain  walaupun kita tidak mengatakan kita satu  kita tahu kita adalah satu 
love,ia menyentuh tangan yang mengusap pipinya lembut  monika memejamkan matanya seakan merasakan kasih sayang yang nyata dari yuno   aku tidak akan bisa berhenti mencintaimu  
anger,kenapa   tidak kena wo pak  sudah jelas pelanggaran nya kok semua orang tahu   bubarkan lagi saja persepakbolaan indonesia kalau mafia nya belum musnah  
anger,saya bukan antrinya sih ya tapi nunggu tanda tangan wadek akademik ini masyaallah sangat yak  belum lagi kalau elemen  yang tempat berurusan sudah dtng  ya apalagi ini bulan puasa datang telat pulang cepat hmmm
happy,bertanya  mengancingkan kemejanya dan memakai jaketnya  sungguh  kembali ican menggelengkan kepala melihat kelakuan sahabatnya ini  sudah ganteng mah mau diapain juga bagus  thanks  balas ezra tersenyum pada ican ah  memang indahnya
anger,percuma balik jakarta bilang juga tidak ada yang mengajak main  pas di jogja saja banyak yang ajak main pas saya disini mana bacot kamu doang 
happy,dan twitter pun menjadi pelarian dari sosmed lain karena curhat di sosmed lain tidak sebebas curhat di sini                    termasuk saya ahahahahahhaha
happy,sukses selalu tiada hnti karyamu membuat kemakmuran negeri n met tugas mulia pak menteri n tims barokah selalu
happy,gaya presiden jokowi dalam blusukan adalah mendatangi masyarakat  bertanya  mendengar dan berdiskusi  sambil tak lupa menyalami masyarakat yang dijumpai   jokowisekalilagi
sadness,biarlah mereka memaki  ada satu hal yang ingin ku tanyakan  adaka tempat pendosa yang putus asa  yang telah menyakiti manusia untuk menyelamatkan keyakinannya 
fear, rlt  im not ready for tomorrow  saya cuma takut bakal ada hal buruk besok hari  saya juga tidak punya sahabat yang brng senang sedih  saya jadi ngejalanin hari makin takut
happy,waktu itu kami bertiga puluh  dipilih dari sekitar     orang yang mendaftar  ya gimana tidak berasa bangga workshop kami diajar oleh fajar arcana  agus noor  dan seno gumira ajidarma   workshopcerpenkompas      tsygmc foto   masih 
sadness,sesedih ini kah jauh dari yang benar benar sayang sama kita  saya di pindahkan lagi di kelas bawah lantai    dan sendiri tanpa teman susah kalau lagi sedih  lagi happy  cerita pun tidak bisa 
happy,oh seperti itu a  seru dong ya semoga terus sukses a  walaupun tak lagi mendengarkan suaramu dibalik radio  tapi mungkin akan membaca karyamu 
fear,seram sendiri  dulu mama ku yang semangat suruh behelan  pas dikasih tahu dokter begitu mama langsung tidak mau lagi    takutnya ada efek gituu
fear,mengistirhatkan badan itu penting  tapi saat hendak istirahat teringat akan tugas yang tak kunjung kelar  akhirnya bangun duduk depan laptop dengerin radio  tinggal nulis nya saja mikir kemana mana  ya begitulah
happy,seperti kata pepatah  tak kenal maka tak sayang  berarti kalau sudah kenal apa boleh disayang  lho wkwk  btw kalau saya jelasin memang mas nya tau  wwk jadi kapan berkunjung ke planet ku bekasi  hahaha
anger,pln memang php surat edaran maintain daerah a sampai jam   tapi skg sudah jam      listrik belum hidup jg  kalau telat sedikit bayar tagihan langsung denda ini kalau mati listrik terus dapat potongan gak 
fear,di pesentren ini juga saya dapat first experience dengan makhluk ghaib  bentukannya masih orang tapi matanya naujubillah seram pengliatan langsung kuning  kepala sakit berat  ternyata saya ketindisan  this is why im not interested in horror movie
fear, ct caratss  saya takut deh tidak ada teman pas masuk kuliah  soalnya tadi pas saya wawancara mirip yang lain itu sudah sama temennya  saya coba tanya dan bicara tapi mereka nya begitu saya harus gimana dong carats   
happy,waktu itu kami bertiga puluh  dipilih dari sekitar     orang yang mendaftar  ya gimana tidak berasa bangga workshop kami diajar oleh fajar arcana  agus noor  dan semo gumira ajidarma   workshopcerpenkompas      tsygmc foto   masih 
anger,saya memang cuek sih   sangat sangat malah tapi kalau ada yang buat risih atau tidak nyaman ya hati  saja lah pokoknya   jangan sampai saya ajak nongkrong breng
anger,aneh     ada wanita dilecehin dan ngelawan  malah dibully    yang inilah itulah    tapi giliran dia atau ibunya  saudara perempuannya dilecehin   ngamuknya kaya kesurupan setan se neraka  dan yang bully korban banyaknya perempuan juga    ajaib  savewoman  saveviavallen
happy,baru sehari  masih ada beberapa hari ke depan yang lebih padat tapi sangat menyenangkan  wish me luck and healthy saja deh buat seminggu ke depan  fingers crossed 
anger,diatas langit masih ada langit tapi bagi saya kepentingan politik luar negeri harus pragmatis mendukung kepentingan domestik bukan sekedar sentimen  negara donor terbesar palestina us   kemana turki dan arab  kenyataan yang harus anda pelajari
sadness,punya beberapa kaos gildan  cenderung lebih cepat buluk dan jahitan rantainya ada yang copot gitu  karena produksinya massal jadi qcnya sedikit kurang sepertinya  sayang kan kalau design bagusnya tidak dibarengin kualitas kaosnya juga 
love,timang timang anakku sayang      buah hatiku sepajang jalan    siang malan ku selalu berdoa semoga kelak kamu bahagia selalu  harianaknasional
anger,punya utang sudah  thn ditagih ngilang an  tapi kalau ada hp keluaran terbaru tidak pernah ketinggalan  punya otak gasih  dikira sininya gabutuh duit apa  iya kalau utangnya sedikit lah ini
anger,ini negara hukum  hkm harus menjadi panglima  jika ada yang tidak spendapat dengan apa yang dsampaikn polri lakukan upaya hukum daripada hanya nyinyir saja 
sadness,penerimaan siswa sek neg favorit dengan sistim zona banyak menuai kontra khususnya bagi siswa yang pandai ortunya tidak mampu  perband                 yang mampu  amp
anger,soal via vallen  saya sepakat sama nikita mirzani jangan lebay  kalau tidak suka di gituin  tinggal tolak dan block itu orang  jangan di share  jadi konsumsi publik  kek ingin menampilkan kepolosan tak berdosa gimana gituu    menurutkusih
happy,ingin rasanya pacu fisik lagi  biar tetap terjaga tapi puasa gini bikin labil  persiapan puncak mandala dan diksar wanadri semakin menjauh tampaknya  ayodong semangat 
fear,sobatkenthel di duren sawit bilang bikin saja indomie sante baik tapi lalu saya dengan bodohnya scroll timeline dan menemukan foto pocong dan suzanna yang membuat saya takut ke dapur       
sadness,ini dia si pembuat sembab berpasang pasang mata setelah melihat pertunjukkan boneka
anger,ah eyang pelit tidak saya carin istri ke tujuh nih
happy,happy birthday my lovely wife amie amoy      wish kamu all the best      semoga selalu berada didalam perlindungan swt  panjang umur  senantiasa bahagia bersama keluarga dan kerabat  sehat selalu  semakin banyak rejeki  dan selalu menjadi wanita yang hebat bagi keluarga     aamiin
sadness,yang menyedihkan lagi ada yang menganggap via vallen itu tidak merasa di lecehkan amat  malah mau naik pamor demi mencapai keviralan dan itu diungkapkan oleh seorang w a n i t a addeh  sudah jadi korban  sesama wanita pula  padahal normalnya harus saling dukung  saling empati
sadness,tidak juga dong mestinya bijak karena beliau itu orang  hebat  sebagai tokoh yang tustas urusan kebutuhan ekonomi  namun sayangnya belum tentu menjadi orang orang besar sekelas gusdur apalagi bung karno  beliau  ini sedang diuji karena sejarah mencatatnya
love,sama seperti seorang putri mencium katak untuk merubahnya menjadi pmarahan tampan  saya mencium bantal seriap malam sebelum tidur  dan berharap itu akan benar benar berubah jadi kamu  saya cinta kamu tidak   d 
sadness,benar  baca komen komen di ig via vallen jadi semacam miniatur mentalitas sebagian orang indonesia dalam menyikapi pelecehan seksual baik verbal ataupun fisik 
sadness,saya malu  saya hanya duduk diam berpangku angan kini sabdanya sering terngiang saya mati dalam angan angan tak mampu berdiri dalam balutan kegelisahan saya tak berdaya dalam keada dan kini terseok seok dalam lautan lautan kerinduan kepada mu saya rindu 
happy,kabar baik lagi  pas lihat  shirtmovie di youtube  salah satu teman organisasi jaman kuliah sudah ada yang jadi produser film  shortmovie  berkembang ajan hidupne
anger,tapi baru di jaman ini hutang tembus     an t  baru di jaman ini juga mako brimob kebobolan  dan baru di jaman ini juga bocah cina nghina presiden dibilang lucu an  dan di jaman ini pula geruduk kantor berita sambil m
anger,gimane gk berani komen kan ngomong kek paling pancasila   mau tanya waktu bicara saya pancasila kalian tidak lagi mabuk kan ato bicara sambil liat teks anak muda optimis hek   anak muda yang kehilangan urat malu iye kali      https  
anger,halah cewek jaman sekarang di catcall sedikit langsung nulis esai di ig story soal harrasment  dasar sjw lah iyalah
happy,tuhkan  apple tuh kalau kasih update tidak tanggung   tanggung  hp yang paling jadul pun masih diberi update  tidak kaya android yang setelah setahun dua tahun sudah ditinggalin    
love,ya allah tugasku telah selesai dengan baik  putri kecilku yang lucu dan kucintai telah menjadi wanita cantik   bahagiakanlah ia bersama suaminya   
happy,lagi ngelatih     tahun dikasih amanat tugas dari master untuk ngelatih atlet yang mau ke korea   go international semoga bisa jadi pelatih profesional
sadness,yaudah tuh mulai dari situ saya hopeless  padahal niat saya tuh ngebahagiain diri saya sendiri dengan usaha saya sendiri  karena saya mikir  siapa lagi yang bakal ngewujudin wish saya tahun ini kecuali diri saya sendiri  
love,sebenci bencinya kamu terhadap sikap keras dan menyebalkanmu sendiri   saya adalah orang yang rela menukarkan banyak singgahnya hanya untuk cepat cepat bisa rebah di samping tubuhmu lalu memelukmu dan berkata    kamu bisa jadi apa saja   dan saya akan tetap cinta 
fear,gara  pernah baca orang ditelp cuma ditanya  benar ini dengan  sebut nama yang ditelp    dan si penerima jawab  iya  abis itu ditutup telpnya  sekarang tiap angkat telepon dari nomor tidak dikenal selalu balik tanya dari siapa  perlu apa  sebelum jawab nama saya benar yang dia sebut  ngeri cuy
happy,pekerjaan tidak boleh mengganggu hobi  hobi tidak boleh merugikan pekerjaan  mari berolahraga tweeps
anger,ujung nya duit maning  duit maning  memang ada tuu duitnya  buat bayar thr saja daerah yang disuruh bayar pakai apbd nya   haiyaaah   
anger,ini air di kemanggisan mati dari sore   tidak ada info apa  sudah lapor katanya dari sistem tidak ada gangguan tapi air mati  ah serasa hidup di alam gaib 
anger,kalah sudah kalah pamor ya beginilah jadinya  ngomongnya asal njeplak wae  melemahkan seseorang  menciptakan ujaran kebencian  menyebarkan berita hoak dll  tak pantaslah seorang yang katanya tokoh nasional di negeri ini  bicaranya selalu k
anger,ini baru yang katanya heboh bagaimana gaberner n wklnya gmana tuh kok tidak dibenerin memangnya zaman kolonial  rusaklah negara eson
love,terimakasih  pernah telah membuat warna dalam kertas putih  pernah merangkai bunga dalam vas kosong  pernah bernyanyi merdu diruang sunyi dan pernah menjadi kita dalam dalam satu ikatan 
love,sayang sekali sama orang tuaku yang satu ini   selalu ada tempat untukku di hatinya   tempat curhat  tempat ngadu  tempat ketawa   selamat beribadah haji menjadi tamu allah ya bunda sani dan ayah
happy,liat show terakhir stun deh  lincah bet    curiga pas bayi tidak dibedong tuh opa mick rt      sex nya itu den yang bikin muda terus
happy,    dan bersyukur sangat karena dipertemukan sama partner program yang diselenggarakan oleh laz ymm fi yaitu karantina hafiz quran  suasana iftar dan sahur yang menyenangkan dan pasti cerita seru selama karantina dan program radio  mari kita bersyukur atas apa yang ada saat ini
anger,banyak juga yang menyepelakan dengan kalimat   halah kamu cuma digituin  saya malah lebih  saya saja biasa  kamu kenapa lebay sangat si  gausa cari muka deh   that s why many men are easy to do sexual harrashment because many victim still keep silent and stay to think positive 
sadness,narsumku rutin minum obatnya  pernah dia skip setahun tidak minum obat  karena waktu itu merasa dia baik  aja  begitu skip minum obat  dia balik lagi dengar bisikan   bahkan lebih parah  kalau minum obatnya terkontrol  dia bilang menjalank
fear, oldmoneygakngerasain paniknya jika benda ini dibagikan guru pas dikelas  rela tidak kekantin atau ke wc demi jaga benda ini  bukan karena malu nilainya  tapi karena takut ketahuan nama orang tua 
happy,saya mau pencitraan ah  kalau ada orang yang tanya di grup angkatan akan saya jawab meskipun saya gtau wkwkkw  jadi tenang saja temund  yang males tanya sesuatu digrup angkatan karena takut dicuekin kalau misal tidak ada yang jawab pasti saya jawab kok 
fear,jadi ingat dulu pernah lagi naik mobil mama yang nyetir  saya duduk di sampingnya  terus lewat jalan kecil begitu kan  sempit ya terus saya buka kaca begitu soalnya di kiri ada mas  lagi berdiri  namanya jalan kecil ya saya takut dia keserempet dong
anger,ya tutup matalah krn  pejabat bukan cuma pintar tapi tahu etika masa dalam satu kabinet main nyerang  berani y berani tapi etika dimana memang kabinet gundul
love,saya sayang skz karena mereka super talented dan ternyata kagetnya masi seumuran sama aku  sangat memotivasi sih
anger,ya apa salahnya si mbak dishare ulang  postan mu iku di grup sudah tenggelem jauh  kirim poto ini poto itu  tahu sendiri kan  gregetan saya itu mbak karo koe 
sadness,saya rindu tadi malam sebenarnya  tapi sinyal menahanku  jadi saya lanjutkan saja siang ini      saya rindu     
anger,web permata kurang profesional  ada program cashback   rb token pln  waktu di klik info  masuknya ke program paket kuota data  piye iki 
anger,pengajian yang ustadznya provokator dan mulut jamban  wajib dibubarkan 
fear, mu  guys saya mau ngecat rambut  tapi sebelumnya saya belum pernah ngecat rambut  mau minta saran warnanya apa ya  tapi jangan yang heboh  saya takut kaget
happy,so yeah  setelah empat tahun  akhirnya kami bareng bareng menerbitkan buku kumpulan cerpen sendiri  judulnya  tsygmc  buku ini diterbitkan oleh   dalam format fisik dan e book   workshopcerpenkompas    
anger,     jakarta kembali diacak       begitulah kalau memilih pemimpin yang tidak punya kemampuan samasekali      warga yang menanggung derita     
happy,kami pemuda i indonesia bangga  bahwa indonesia mempunyai pemimpin  hebat tak sekedar kata tapi terlalu banyak tindakan  doa kami rakyat indonesia semoga selalu jujur n bijaksana
anger,untung tidak ada yang nanggepin  mayan malu kan kalau bicara di grup tidak ada yang nanggepin  kadang kalau tidak ada yang nanggepin berati orang  sudah ngerti apa yang kamu maksud  tidak tujuan kamu bicara seperti itu  not funny to discuss  sis  perlu dipertanyakan lagi maksud  amp
fear, yang ku takut  saya nampak terus berjalan namun tak memperoleh pembelajaran  seakan semua terasa aman namun ternyata hanya sebatas angan angan dan meninggalkan penyesalan 
sadness,cilacap   cinta lama gagal terucap purbalingga   pura  bahagia melihatmu berpaling dan ber keluarga semarang   sedikit merindukan orang yang tersayang saat ini di cilandak   cinta lama datang mendadak dan makan sari roti    saking rindunya merobek hati      ceritahariini 
sadness,jika kamu suatu saat besar nanti mungkin kamu akan lebih mengerti tapi untuk sekarang kamu hanya cukup menjadi pendengar yang baik saja  saya dan ibu mu sudah hampir   tahun tak bertegur sapa  alasannya karena keegoisanku yang membuat hub kami semakin menjauh  saya adalah seseorang yang sangat egois 
happy,yang pernah atau sedang ngejalanin usaha pasti tahu lika liku keunikan konsumen  prinsip gue  selama bisa saya penuhin permintaannya  i will do it  walaupun bagi saya aneh 
sadness,tidak bisa sayang    kecuali anak s  mau ke s  psikologi masih bisa  tapi hanya bisa bbrpa penjurusan psikologinya  paling banter ambil psikologi sdm  kalau kamu ambil psikologi klinis harus belajar dari s  lagi    psikologi klinis harus basic nya psikologi
anger,addeh  mas dan bapak sekalian  sekali lagi via vallen hanyalah korban  yang mesti speak up agar supaya tidak terulang kembali  sebagai bentuk spread awareness sekaligus hukuman buat siapapun yang ngedm dia supaya stop  kamu kalau dilecehkan kayak begitu diam aja  gimana pelaku mau berhenti
happy,saat itulah saya menyadari kekuatan emak dalam mendoakan anaknya  dia memang ingin salah satu anaknya diranah kesehatan  mungkin doa saya lebih manjur daripada beliau jadi saya keterima di ekonomi dan meninggalkan poltekkes bekos gabetah for some reasons
anger,saya beli mesin cuci di best denki central park  dan saya sudah minta agar instalaai dilakukan senin   jun       jam    an  tapi nyatanya sampai sekarang saya tidak dihubungi
anger,kamu mending seperti   saja    kampanye nya   masalah saja intoleran  anti kebhinekaan  ormas radikal dan saya pancasila    wes ojok kakean macem macem sebab tambah kelihatan goblok mu bro  
sadness,belum temu  atau mungkin tidak bakal nemu  sosok lain yang juga bisa nyambung ngobrol ngalor ngidul sambil duduk ga pindah tempat dari jam         atau bahkan        tanpa terdistraksi hp miss him a lot 
sadness,diminta teman bantuin bungkus kado untuk istrinya sebagai hadiah ultah pernikahan  terus disuruh juga sekalian selipkan quote romantis  saya ahlinya  katanya  dalam hati meringis  tahu   
fear, ceritahariini barusan ketiduran bentar daaan mimpi seram dong  jadi ceritanya lagi ada camp organisasi sma begitu di salah satu tempat perkemahan  yang anehnya related sekali sama kehidupan nyata  pertama disitu ramai ramai kita main volly bareng yang mana memang saya sering volly 
anger,banyak yang tolol di didik untuk jadi kacung   mengerti ibadah puasa tapi takut laparrrr     cara rakyat memiliki dan menikmati tanahnya hanya lewat liang lahatnya      
