label,tweet
fear,tapi saya mengerti memang akan selalu ada yang terlihat lebih baik dari apa yang dia punya akan selalu ada orang yang terlihat lebih menjamin banyak kebahagiaan untuk dia dapatkan
sadness,katanya dokter gigi sih kalau makan jangan sebelah saja kiri saja atau kanan saja nanti bisa dislokasi atau apa begitu rahangnya tapi kan itu menunjukkan ke konsistenan nya diriku pak dok
love,seringkali kita luput menyadari betapa banyaknya kita meminta cinta dari orang lain betapa bnyknya kita mminta perhatian dari orang lain tapi betpa sedikitnya kita memberi cinta dan perhatian pada orang lain fiersabesari
love,semoga tuhan senantiasa menyertai setiap langkahmu dan menjadikan hubungan kita ini makin kuat dalam menghadapi segala ujian kehidupan ini i cinta you
sadness,pas aktip di ig merasa twitter ini tempat melarikan diri pas lebih sering mencuit merasa ig itu mall saya dangkal butuh hingar mau di pasar
happy,di sd sampai saya dulu kalau ada yang ketahuan bawa artikel terkait pornografi dijejerin depan kelas ditendangin tulang keringnya satu satu oleh wali kelas saya tidak pernah ketahuan
anger,masih di spam nih sama indosat padahal ku sudah melakukan segala nasehat yang dianjurkan admin yang membalas twit sambatku ini terhitung sudah sms sejak jam tadi pacarku saja tidak posesif begini loh
anger,twt tolong coba tatar mereka biar tahu sopan santun jangan sombong kurang ajar begitu
anger,saya buat story di ig ada tulisan stay with me sambil pegangan tangan bh tidak lama kemudian cocot netizen berbondong menyerbu diriku dan mengata mengatai seakan tahu segalanya
happy,with the girlfriend maaf bang dipinjem dulu sih eneng i need my long overdue dose of lexyness dinnerdate
anger,bukan soal idolamu yang khilaf bukan soal berlebihan sih artis ini soal sexual harrasement yang dijadikan komentar bercanda dan dianggap biasa saja ah sudahlah semoga bukan kamu atau orang yang kamu kenal yang diperlakukan begitu dulu baru kamu sadar
fear,lebih takut ditinggal mati sama orang tersayang sih
anger,pernyataan paling mengganggu telinga malam ini keluar dari mulut juru bicara pemerintah ali mochtar ngabalin pemerintah adalah representasi tuhan di muka bumi makin dekaden nalar demokrasi kita kalau pandangan begitu dibiarkan menguasai istana ternyata sama saja dengan pak tua itu tuh
fear,hidup banyak sekali persimpangannya bingung harus ke arah mana di satu sisi ingin hidup yang bebas tapi di sisi lain terpikirkan kalau selamanya cuma mau bebas bisa jadi orang enggak
sadness,baca replyan iim jadi mikir lagi tabung bulan ini buat pasang target menonton persib sama beli jersey orisinal bulan depan tidak memikirkan masa depan kalau sudah tidak ada bapak kan tidak mungkin meminta ke mas yang notabennya sudah berkeluarga tidak enak sama istrinya hm otak ku dangkal sekali hehehehe
sadness,gewlaa anjir froze her eggs before marrying huhu kenapa tidak nikah dari dulu sih mbaknya bahkan nanti dikira anaknya itu calon suami huhu
happy,soalnya tadu limit time bang time bidding untuk nainggolan tinggal mnts jadi mau tidak mau harus kritis juga untungnya tadu bang rio dan azmi cekatan juga balas mensyennya hehehe terima kasih bang
anger,ini pertemuan diundur lagi kemungkinan besar bebas visa diundur lagi memang sih ini negara php tingkat tinggi
fear,kalau saya yang lebih ngeri itu dompet hilang kalau yang lain mah paling ngerinya cuma sesaat nah kalau dompet hilang bisa galau berkepanjangan karena didlm dompet bukan cuma ada duit tapi ktp sim atm kalau hilang kan gawat bang semen
anger,isu kristenisasi itu sama saja dengan isu kebangkitan pki tanpa data minim fakta dan bilapun ada tidak lebih dari pembingkaian di luar konteks isu yang dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis tahyul dan bahlul
anger,mohon segera perintahkan menkes untuk menambah ruangan khusus sakit jiwa pada setiap rumah sakit sbab tidak menutup kemungkinan usai pilpres setiap rumah sakit akan dibanjiri pasien sakit jiwa saat ini saja semua pada stres
fear,saya dong malam ini checkup darah oke warning untuk tensi dan kolesterol terus kenapa pusingnya iya dok sepertinya gejala maag oh begitu tapi saya ketik ini sambil nyruput kopi
sadness,cilacap cinta lama gagal terucap purbalingga pura bahagia melihatmu berpaling dan ber keluarga semarang sedikit merindukan orang yang tersayang saat ini di cilandak cinta lama datang mendadak dan makan sari roti saking rindunya merobek hati ceritahariini
fear,bodoamat deh kuping saya paginya budeg juga kejadian horor tadi siang masih tidak terlupakan saya tidak bisa tidak dengar suara takut jadi tidur sambil mendengarkan lagu
anger,tidak mengerti lagi sama ciwi ciwi yang nyinyir via vallen ini dia itu korban sexual harassment loh sesusah itukah untuk saling support satu sama lain gzz
sadness,kenapa sekarang bisa beda sekali sama pas sama iya di tanah rantau benar benar sadar kalau tidak semua orang itu bahagia enggak semua orang itu tulus
happy,materi mr roger tol belanda terkait dunia pernaskahan di indonesia wow keren sekali iya negara kita ternyata punya bahasa ckckckck seminarpanji sastra
anger,sampai kapan iya terus apa kompensasi buat pelanggan dengan kondisi ini layanan speed sama saja bahkan jaringan sering lambat padahal kewajiban tagihan dibayar tepat waktu
anger,perempuan yang bilang tidak mau pacaran karena dosa mau langsung dinikahin saja dihalalin mana sinii biar saya suruh bicara sama yang makan at karena nikah tidak cintaa kasihan menangis sndirian temani giihh
anger,ketika yang nge catfish ini kamu adalah ibu kamu sendiri foto saya dia tidak pernah pakai foto sendiri selalu pakai foto saya banyak klien dia yang tiba ganjen tiba mengajak ketemu lah padahal saya nya saja boro ada yang modusin
happy,bahagia anniv bil wkwkwk langgeng terus sama radtt gila radit niat loh foto foto ucapan annivnyaa sampai dibantuin juga sama cewek disini
happy,setiap ada manusia ini di media kok tidak ingin baca beritanya tapi langsung baca komennya pasti seru fadli zon ragu tiga orang terduga teroris yang diamankan di kampus unri menjadikan gedung dpr atau dprd sebagai target pengeboman kenapa
sadness,tidak juga dong mestinya bijak karena beliau itu orang hebat sebagai tokoh yang tustas urusan kebutuhan ekonomi namun sayangnya belum tentu menjadi orang orang besar sekelas gusdur apalagi bung karno beliau ini sedang diuji karena sejarah mencatatnya
sadness,sama mirip hobi kalau orang sudah suka sama satu hal disuruh menjalani hal lain pun tidak bakal bisa jatuhnya mirip bodoh tidak bisa ngapa ini padahal itu bukan bidangnya yang berakhir dinyinyirin sama orang
fear,tapi saya takut kalau dia nanti merasa tidak mau ditemani terus menjauh terus menyindir terus ku tidak enak lagi dan malas pergi ke kampus dan macam macam akibat
sadness,sebenarnya sepi itu tidak ada yang ada hanyalah kondisi lupa lupa bahwa tuhan selalu bersamamu
sadness,tertawa diatas kebodohannya itu luar biasa tidak malu sama sekali dan mungkin urat malunya sudah putus sedangkan kita pasti mikirnya aduh bahkan tertawa bukannya mikir
fear,iya mbak berkokoknya tidak lama tidak dah semenit yang seram sik kalau ada anjing yang bunyinya ngelonglong kalau itu baru setan lewat ya
love,tidak tahu tiba jatuh cinta setelah melanglang buana mencari fandom yang tepat setelah vakum selama setahun dari perkpopan dan berakhir di fandom yang bernama exol
happy,goyangan sih cowok asyik banget sumpah saya suka lihat goyangannya
happy,subhanallah tulisan perjalanan pak ini luar biasa my respect for you abah mosque of laredo
happy,pagi juga mas nya duh jadi tidak enak dapat ucapan selamat pagi dari netijen twitter wkwk ngomong-ngomong dari kejauhan berapa kamu ini alias darimana kota tempat tinggalmu wkwk
happy,oh mengira beli wkwkwk maksudnya tuh ongkos gojeknya yhaa ad cian tidak apa apa lah buat sendiri daripada sudah beli buat orang lain eh tidak dimakan kalau tidak dikasihin lagi ke orang baguslah mandiri daripada sudah lama sendiri tetap manja
happy,terima kasih sudah bekerja keras kasih kita army musik yang berkualitas musik yang keren musik yang inspiratif musik yang menyembuhkan sehat selalu
happy,wib akhirnya geng sosialita kumpuull breakfast cantik dari tbs dan kelapa gading holiday breakfast cantik pizzahut juanda jakarta indonesia tuesday
anger,heran dengan rkhup berbicara sembarangan sepertinya yang merancang berbicara sembarangan juga deh sampai sampai tidak mempertimbangkan dan melibatkan pihak lain lo lo anggota perancang jangan sesuka hati membuat rkuhp untuk mnguntungkan drimu sendiri heran masih betah saja makan gaji haram begitu
fear,jadi ceritanya tadi malam tuh saya dirumah lagi ber saja kan iya sama adek saya lingkungan rumah saya tuh sepi sangat parah seram deh pokoknya nah tadi malam sekitar jam an tbtb sikring lampu saya tuh mirip ada yang nurunin langsung mati semua kan tuh iya
sadness,masih ikut dengan mertua rasanya nano nano banget cari rumah buat di kredit juga susah banget posisi lagi hamil anak pertama kadang bikin emosi naik turun pengennya mandiri tapi mungkin belum saatnya
anger,sumpah saya jijik dengar lagu a aisyah kujatuh cinta cantik hari ini saya cantik kita goyang dua jari h
anger,wartawan di bunuh guru di bunuh aktivis di bunuh sesorang di bunuh belasan orang di bunuh puluhan orang di bunuh ratusan orang di bunuh ribuan orang di bunuh puluan ribu orang di bunuh ratusan ribu orang di bunuh jutaan orang di bunuh
love,intinya saya sayang kamu ini saya kasih tontonan biar makin sayang sama aku wkwkwk saya temu ini di yutup tadi wkwkwkwkwk sekali lagi bahagia mensive iya
sadness,sejujurnya masih sesedih itu tidak bisa nurutin ambisi yang selama ini dipengenin tapi memang harus belajar ikhlas ridho benar benar menyerahkan semuanya ke tuhan harus legowo
sadness,iya kii tahu saja lu emak saya idam di mengawini sama pmarahan charles tapi sudah keduluan di mengawini sama bapak saya
sadness,selalu seperti itu ri siklus nya sesering apapun kita pernah bersama dengan orang lain selalu sulit untuk memulai dengan yang baru
anger,menelepon cs disuruh tunggu untuk buat pelaporan menit and masih go on tanpa kabar dari cs cuma disuruh tunggu mengapai lama banget aneh
anger,buka rekening baru di mandiri ribet harus ada no telepon rumah orang kantor terus kalau pekerja di pasar tidak bisa tabung di mandiri dong
love,bila ada yang mencintaimu karena perubahan itu bukan cinta tapi itu perjanjian tapi jika ada yang mencintai dirimu karena dirimu yang apa adanya itu baru namanya cinta
anger,sudah mengaku saja ci tertawa enga lah enak saja kamu _
sadness,lepas pukul lima di tepi pelataran senja kamu beri kode lewat tatapan mata sempat saya mengira itu cinta ternyata justru lara setelah engkau berkata minggu depan saya nikah datang iya
sadness,buat orang yang baru suka baca beli dua novel pasti terasa berat dan keberatan padahal entar kalau sudah suka baca buku mah beli kadang masih kurangg
sadness,sedap juga berwisata ketinggian di jakarta bisa lihat dengan jelas betapa berpolusinya kota ini jakarta indonesia
sadness,ada saat kita akan kembali pulang lalu meninggalkan semuanya kemudian melupakan segalanya dan hawa hawanya sepertinya sudah mulai terasa freet freet kamfreett nada pesan berbunyi ada sms masuk
anger,ganti presiden cuma sama kaos itu pilpres diman saudara laki-laki jadi sebutin presiden kamu bukan teriak ganti presiden sadar diri dan partai
fear,hati hati sis leptopku juga habis update terus restart bahkan jadi black screen pointernya muter terus tidak bisa log ini restore pun tidak bisa karena tidak sengaja kehapus
anger,saya kan datang untuk bertanya kemudian bicara tuh sama mbak mbak help desk tapi saya tetap tidak mengerti karena tidak dapat jawaban yang menjawab pertanyaan saya terus mbaknya lama lama agak emosi ya sudah makin tidak terjawab dong terus saya pulang
anger,syukurin sih apa yang kamu mendapatkan jangan keluh terus apalagi update di socmed gapenting bruh kadang harus mikir resiko dan konsekuensi yang kamu ambil face itu orang fake itu lah
anger,saya sudah bulan dana mengendap di bukalapak gara di bekukan ini bagaimana semua pertanyaan dari pihak bukalapak dan bukti sudah saya kirim kan pedagang hanya mengirim barang terhadap pesanan lalu beli membekukan secara se
love,tanggapanku saya cinta kamu apa adanya eak apa iya saya mengerti setiap sisi dirimu karena kitakan kembaran aku mengerti kalau kamu orangnya perhitungan anized kita sama tidak memikirkan penampilam dan pasangan tapi disisi lain juga perfectionist iya pokoknya i feel you
anger,begini iya meskipun pelacur sekalipun tidak ada kewenangan untuk laki laki ngelecehin dia seorang pelacur melacur juga tidak gratis dan ada consent dari kedua belah pihak this is why the worst enemy of feminim is women itself
love,intinyanya selamat tanggal untuk yang ke kali tidak pernah harapin yang aneh aneh saya cuma mau terus sama kamu sayangnya kamu ke saya tidak pernah berubah begitu juga sayangnya saya ke kamu berharap bahkan bisa lebih lebih sayang lagi ke kamu seiring berjalannya waktu
sadness,nama mirip iya mereka cuma punya sedikit sih pilihan nama cuma dibulak balik saja urutannya muka mirip ku sebagai fanboy kpop juga sering tertukar bingung kalau lihat idol yang tidak diikutin fan sangat
sadness,oh iya sebelum saya cerita ke sih alda dia sudah bilang kalau mau mendengarkan cerita saya jangan khawatir sendirian dan yang saya mendapatkan setelah saya cerita panjang lebar sampai dm tidak muat dia balas dengan pertanyaan lagi itupun singkat dan bikin saya merasa tersudut
fear,oo begitu beda kali iya saya bahkan disuruh soalnya mensnya keluar ngegumpal terus begitu jadi takut jadi kista pas minum pil kb jadi lancar jaya
fear,pakdok ada komentar mengenai efek masing ke otak seringkali dengar celotehan kalau orang jadi sengklek gara gara kakehan micin
happy,sore sore nyomay enak ini hq indosat sama grafiti building indak flor
fear,lihat vlive kemarin di memegang hp jae terus hari ini jae memegang hp di seram tidak kalau screennya locked terus mereka bisa buka lock hp satu sama lain pakai fingerprint seram lah
happy,siapa yang tidak mengakui kalau aher itu gub hebat lihat saja prestasi jabar pemegang kasus intoleran tertinggi periode kini akibat imbas pemilihan kepala daerah dki yang diusung pks jakarta
fear,yang ku takut saya menampak terus berjalan namun tidak memperoleh pembelajaran seakan semua terasa aman namun ternyata hanya sebatas angan angan dan meninggalkan penyesalan
love,my love meskipun kadang beda pendapat terus suka susah juga diomongin terus juga kayaknya sering saya bikin sakit hati tapi beliau baik banget orangnya keras tapi sebenarnya lembut banget kesal kalau sudah panik pasti bikin semua orang bing
happy,pastinya dong semangat iya feminis muda belajar ict nya olvyt
happy,apa persamaan antara tidak punya pacar dan puasa ya benar sama sama sabar menahan diri dan menunggu kenikmatan yang hakiki percaya bahwa kebahagiaan itu akan tiba pada waktunya semangat menunggu berbuka semangatpuasa
love,setelah mengetahui silailah keluarga seokjin saya makin jadi sayangg bange please bukan karena bokapnya yang ceo ibunya yang mantan miss korea tapi saya sayang sama seokjin yang benar benar mau berjuang sama bangtan kita tahu bangtan dulu susahnya mirip bagaimana
love,kalau pasangan lagi sakit rewel atau bad mood kasih dia perhatian kasih sayang yang lebih meskipun memang kalau di kondisi seperti itu dia cenderung menyebalkan bikin pusing dimaklumin saja karena justru di kondisi kayak begitu dia butuh sekali cinta perhatian kesabaran kamu
fear,askmf teman-teman temenku ada yang nyilet tangannya sendiri saya takut dia lagi depresi atau semacamnya saya sebagai temannya harus bagaimana iya tapi kita beda kota sekarang apa saya kasih tahu orang tuanya tapi tidak enak juga huhu
sadness,minggu ketika perasaan merahasiakan kabarnya lewat angin kecemasan mengutus rindu untuk membuat pertemuan dikamar smith sajak poem hujan senja rindu pertemuan
happy,untuk para sahabat dan guru pakarkomunikasi neniyulianita dari ani dan teman teman akademisi selamat milad fikom_unisba ke semoga lulusan fikom unisba semakin berkualitas
love,ketika ditanya alasan mengapa saya mencintai dia saya tidak pernah bisa menjawab saya digerakkan oleh cinta untuk mencintai dia bukan saya yang menggerakkan cinta cintalah yang menyatukan saya dan dia bukan saya yang menyatukan cinta dengan dirinya
fear,bodoh sangat memang saya terlambat sadar kalau menutup aurat itu iya begitu loh bodo amat mau kamu di rumah kamu sendiri karena bisa saja ada tamu non mahram datang atau tiba sepupu laki datang
anger,mau seberapa hebat akses komunikasi berbasis internet sebuah pemberitahuan yang di kabarkan dalam bentuk cetak dan dapat di konsumsi umum justru lebih di butuhkan tanpa harus peduli jumlah kuota tinggal tempel apa susahnya tolonglah jangan dipersulit urusan yang mudah itu
anger,kalau di pemilihan kepala daerah saja photo panas bisa sebabkan orang mengundurkan diri maka tentunya di indonesian idol juga wajib mundur apalagi ini dalam bentuk video
sadness,iphone plus tiba tiba restart sendiri terus kadang kadang bootloop tidak masuk ke system dimatikan agak lama baru kadang bisa masuk system kenapa bruh
anger,saya hanya berpikir bahwa selama dia tersenyum berarti dia bahagia saya tidak pernah berpikir bahwa ternyata dia mencoba untuk bertahan sangat keras di dlmnya sangat sangat egois kan qyara kuharap dimasa depn kamu tidak bertemu dengan sosok sepertiku karena itu sangat memuakan
anger,ternyata saya bisa saja marah atau kesal ke orang orang yang tidak tepat waktu kesal tidak bisa merubah mindset orang orang tersebut buat datang tepat waktu kalau bukan saya sendiri yang ngerubah waktu disiplinku
sadness,saya dibanding pencitraan merasa bahwa menjadi orangtua itu asik dan menyenangkan sehingga me skip hal yang tidak enak dan menjerumuskan orang lain lebih baik brace itu saja tidak apa apa dibilang tidak bersyukur parenthing tidak semudah kamu suka anak kecil doangan sih
sadness,back tapi maba lyfe jam segini baru pulang ke kos motoran sendirian jalanan gelap sepi takut tapi harus berani yallah begini sangat minggu terakhir kuliah quat quat quatt
happy,hepibesdey mbak cantekk panjang umur sehat selalu serta mulia dan jadi pribadi yang jauh lebih baik tetap mentel ya tapi jangan jadi simpenan orang
happy,terima kasih doanya genks yang sudah dukung saya disini saya tidak sangka bisa maju ke tahan ini maygad terima kasih juga buat bapak bambang lurah pondok cabe an yang sudah dukung dan menonton saya saat ini cinta kamu genks
sadness,di dm marco simic pakai kata kata senonoh marah tapi saya ngedm sudah lama meminta kenalan saja tidak pernah dibalas aduh mbak via vallen mah begitu orangnya huhu
sadness,dulu saya begitu menginginkanmu menjadi nadi pada pergelangan tanganku waktu berjalan berlalu bersama iringan sunyi kini kamu hanyalah sebuah jantung yang bahkan degupnya tidak ingin ku dengar
anger,idealnya memang kpk harus tingkatkan status ganjar dari saksi menjadi tersangka agar kecurigaan bahwa dia di lindungi oleh kekuasaan bisa cair dan kpk pun bisa di percaya lagi
anger,ganti presiden siapa takut hanya siapa calonnya apa sih doi yang sono ih tidak syudih
love,bahagia mensive my cinta terima kasih sudah menemani selama tiga bulan ini tidak kerasa sudah panjang saja perjalanannya selama ini saya merasa belum kasih apa apa buat kamu maaf saya tidak bisa romantis pekerjaan saya cuma jailin kamu tapi kamu harus percaya tiap detik saya selalu sayang kamu
anger,nah lho yang digadang bakal benerin dan majuin daerahnya bahkan pesan barang saja ke luar negeri padahal hasil kerajinan penduduk lokal saja banyak yang bagus tidak habis pikir deh saya giliran begini saja kalian tidak teriak kalo toko sebelah polah sedikit saja pedas tuh mulut kalau diam saja
happy,sudah thr an kan coba sekali kalau lagi makan warung biasa not resto yang biasa tip ketemu pelayan nya tua dan kelihatan kasihan kamu selipin ribu kamu lihat reaksinya akan luarbiasa dan perasaanmu pun bahagia super sekali ribu tidak akan bikij kita miskin tapi berarti banyak untuk mereka
love,tertawa tiap hari juga kamu selalu terpesona dan semakin terpesona sama saya 
fear,setiap waktu bersamamu adalah hal yang paling berharga bagiku dan selalu ada rasa khawatir bagiku takkan lagi bisa seperti ini dimasa mendatang denganmu
sadness,setelah hari puasa dan saur tidak pernah kesiangan akhirnya di hari ke merasakan makan saur supee dupeerr ekspress menit sebelum imsak baru bangun yassalm
anger,jika orang tuamu tahu kamu diperlakukan seperti itu oleh pacarmu mungkin mereka tidak akan membiarkan kamu dengan lelaki itu di caci maki di pukul di tendang di tempat umum lebih baik tinggalkan saja cowok begitu mah
anger,warisan untuk anak jadi ingat yang mempergunakan jabatan untuk antar jemput dan akomodasi anak di luar negeri itu warisan yang baik untuk anak
sadness,namun pada hari ketiga ternyata kami kalah dua buah soal rebutan yang seharusnya bisa kami jawab berhasil direbut tim lawan kami terlambat memencet bel kami kehilangan fokus dua puluh poin melayang ke tim lawan hal itu cukup menghukum kami untuk gagal melaju ke babak final
love,cinta pandangan hati adalah anugerah cinta yang tumbuh dari hati meninggalkan rasa sayang yang sangat mendalam bila seseorang dapat merasakan cinta yang tumbuh dari hati itulah yang disebut cinta sejati
sadness,mau cerita kesiapa kalau sudah mirip begini hancur hidup ini pikirin dong bagaimana hati ku saya sedih saya menangis sampai menetes air mata ini kayaknya lirik lagu sayang pia palen deh wkwkw
happy,semoga kita menjaga dan terjaga sebagai pendukung dua periode yang tidak memalukan ayo kita kuatkan kesatuan untuk dua periode pak jokowi
anger,dunia ini memang keras kalau menghadapinya dengan lembek iya tidak perlu hidup
sadness,berkumpul dengan teman teman sampai yes sampai yang pernah berjuang bersama tahun yang lalu sudah jadi bapak dan calon bapak saya sih harusnya sudah jadi calon bapak juga kalau saja tahun lalu iya tahun lalu ah sudahlah tertawa
anger,sudah ribuan penelitian anak bangsa terkait penanggulangan sampah tapi sangat jarang diterapkan bagi bagi proyek jangan terlalu serakahlah baiknya masa depan kan untuk anak cucu dan kemanakan kita juga
happy,senang deh baca tweet nya mantan apa konglomerat dan sih pramugari yang lagi viral itu jadi ingin ngetweet mengenai pengalaman kerja saya jadi kacung sialan bertahun yang walaupun naik pangkat cuma ubah level doanng dari cungpret lv jadi lv
sadness,ku sudah prepare semaksimal mungkin pakai recehan khas anak sekolah macam saya tapi saya nya tidak bisa boongan kalau keluarga lagi butuh ya sudah saya kasih semua yang saya punya toh mereka juga janjiin bakal balikin tapi ekspektasi kan kadang suka
anger,saya adalah cewek yang galak sama sesama cewek yang goblik pakai feeling tidak pakai otak egois bawa perasaan berlebihan semena tidak punya empati manja tidak pernah mau salah tidak responsible bahkan lempar tanggung jawab wait sama cowok yang begitu juga sih berarti saya memang dasarnya galak saja wqwqwq
sadness,yang berat itu bukan rindu dilan tapi mengerjakan skripsi dengan berbagai pengalaman psikologi yang kurang baik katanya ada yang bilang tema dan judul yang saya ambil sangat cocok dengan pengalaman pribadi saya bisa dikatakan iya juga bisa tidak sih
fear,jam malam sebioskop cuma berdua doang pas lampu lampu mulai dimatiin  ujuk ujuk teaser ing soon nya film horor ketika iblis menjemput l iya jadi deg deg se
happy,gara gara kapan hari ngopi terus mendengarkan lagu lagu jaman dulu jaman sd kayak tangga ello andien audy terus sekarang bikin playlist lagu lagi yang seangkatan
happy,the greatest showman ini film musikal isi filmnya nyanyi dan karena saya pribadi suka sangat genre kayak ini jadi jam menonton tuh tidak kerasa sama sekali rasanya ingin ikutan nyanyi sambil menari
happy,wuish saya tungguin ini film nya bikin film superhero terus kirim ke negara tetangga lagi biar film indonesia jadi trend
happy,cita cita kecil petani lulus sd dokter apoteker lulus sampai perawat psikiater fashion desaigner lulus sama ahli gizi desainer interior ahli desain grafis lulus kuliah semua cita cita terkabul
anger,sengaja dibuat polemik hanya untuk kepentingan politik semata dijadikan bahan lelucon padahal ini masalah agama stop polemik islam nusantara
love,saya memilhmu bukan karena saya sayang kamu dan bukan pula karena saya mencintai kamu tetapi aku memilih kamu karena hati dan jiwa serta diriku sendiri mencintaimu
anger,setelah dilihat lihat akhir ini profil saya hanya diisi dengan jokes twitter yang saya ritwit dan keluhan insomnia yang tidak kunjung ada habisnya wth is wrong with me
anger,sukarno yang bubarkan masyumi lai jaleh adik ang jiang masyumi vs pki sukarno bela pki zaman sih jok atau bosnya mega anak sukarno bubarkan hati alasan sama waktu bubarkan masyumi
sadness,wah kalau ini saya ini yang suka menangis bertengkar sama cowokku kadang saya malu sama tetangga depan wkakaka tapi ya sudah lah iya cuek an saja hahaha tapi saya tidak sampai pindah sih
anger,pas sudah dikirim kembali sih kurir telepon keluh dan malas bergerak buat antar ke alamat yang benar bahkan meminta ketemuan di titik yang dia tahu itupun dia tidak mau susah no putar balik harus searah sama arah kendaraan dia jalan
sadness,life style perubahan gaya hidup pola makan utamanya yang santai dijalani membunuh tanpa disadari konyolnya mayoritas tidak peduli nanti kalau sakit desperate menyalahkan genetik atau faktor kali
sadness,astagah sifat humoris scorpio adalah sebuah topeng untuk menutupi semua luka hidupnya kiscorp
anger,kptusan pmrintah mmbyr tidak jelas dan thr disambut gmbira para pns dan pensiun pengamat jangan provokasi presiden telah bantu rakyat jangan disalahkan cari celah upaya hukum wong bantu rakyat kok impeachment bantu cari solusi jangan ancam
happy,samasama iya terima kasih terima kasih fan selamat jadi anak rumahan di
sadness,malas packing tiap mau pergi tuh pulang malas kalau suruh packing penginnya bisa punya tongkat sihir terus langsung memasuki barang nya ke koper dengan rapi
anger,berlebihan sangat sih masalah kygt saja sholat kamu makanya makanya cerita terbuka sama orang ya njing kalau solusinya kekgitu saja mah gaperlu dikasitau
anger,iya bagaimana sih yang awalnya tidak suka tapi kalau diperjuangin terus jadi agak suka begitu berarti dia benaran iya tapi kalau sudah diperjuangin jangan kurang ajar sudah diperjuangin eh bahkan pasif kasihan yang merjuangin tuh
anger,tidak memaksa buat kenal sama saya tidak memaksa buat ml sama saya yang saya paling tidak suka chat tidak pernh di balas giliran saya tidak balas kamu sakit juga tidak hahaha makan tuh ucapan kamu sendiri
anger,mardani mingkem tidak bisa jawab makanya masyarakat cerdas janganpilihpartaioposan menyesatkan
anger,hah yang kemarin dipermasalahkan di kasus gitasav kan bukan bagian sexual harrasment gitasav ke tristan itu sih sudah benar yang dipermasalahkan kan cara dia merespon helmi those are two different cases kayaknya banyak iya yang salah paham kemarin yang kontra sama gitasav di case mana
fear,pin nanti kamu blan juni ikut tidak pertandingan bulutangkis khusus buat rw saja saya mau ikut tapi nanti saya pasti cewek sendiri kaya dulu
sadness,saya rindu tadi malam sebenarnya tapi sinyal menahanku jadi saya lanjutkan saja siang ini saya rindu
fear,cara jawab curhatan orang depresi bagaimana ya saya takut omongan saya salah saya tidak tahu harus bagaimana tapi kalau saya diam saja dikira tidak kasih solusi apa apa saya benar benar gmarahti harus jawab apa ini cuma bisa kasihan dia tertekan sekali
happy,gerakan earth hour tadi kalah kaliya yang ada di seluruh dunia jam mati listrik di jatinangor kami warga jatinangor mendukung program earth hour untuk menghemat triliunan energi terimakasih
happy,seru wlpun tiap menit selalu berubah aturan amin amin nuhun bu jangan gtt juga ih tidak enak tidak ada yang nyapa ciranjang dan sekitarnya lagi kan
fear,ini sudah hampir akhir semester satu kalau enggak salah disini teman teman dekat saya tidak ada satu pun yang saya kasih tahu saya benar benar mendem itu semua sendiri karena takut bakal kesebar
happy,acara nya seru bange apalagi pas kak abdul nyanyi suara nya bikin hati adem the best deh
love,sesibuk apapun jika kamu memang penting untuknya ia akan memberimu kabar walau tengah malam pun iya akan menyampaikan kalimat yang sedikit membuatmu lega
sadness,pertanyaan tidak akan habis kak selanjutnya bakal ada kapan punya anak anak sudah bisa apa anak sekolah di mana blablabla kamu pasti bisa melewati itu semua kak good luck
sadness,kalau di puskesmas yang antri orang hamil sama lanjut usia didahulukan disini yang daftar online yang diutamakan akumah tidak pernah dapat tempat prioritas di hatinya saja tidak
anger,ternyata banyak fan kpop dadakan iya lebih baik lisa enggak usah kesini saja kalau begini caranya tanpa dipromosikan pasti banyak juga kok yang datang ke fanmeetingnya lisa saya ksel kak lihatnya
anger,ustad radikal iya radikal tambah lagi disuap itu maunya dia terbukti t rizik cabul dapat setelah kerahkan yang tolol sekarang pendukungnya cuma bisa gigit jari dibodohi imam cabul kabur ke arab makan tuh janji a
anger,pada ribut masalah via vallen iya kenapa sih tidak mau nyinyir saya mah jadi seorang pemain sepak bola bla bla bla eh enggak usah di ss kali coba saja kalau yang nge dm orang biasa pasti tidak bakal bla bla bla itu nyinyir apa bau anyir nying
fear,setuju sangat sama kok ernest karena setelah beberapa bulan baca story di ignya catwomanizer ternyata banyak sangat perempuan sama laki yang gaberani bicara kalau mereka dilecehkan dan jatohnya jadi trauma seumur hidup lho ternyata ini nyata bukan rekayasa seram bayanginnya
happy,semoga secangkir toraja bisa menjadi teman penyemangatmu yuk beraktivitas
anger,rezeki itu pas mau masuk parkiran diserobot mobil lain padahal jam nya parkiran penuh maklum lah biar kalau ada yang kosong bisa dapat duluan eehh pas depan pintu masuk sekali ada mobil lagi parkir mau keluar amp
fear,melihat fotonya saja bikin ngeri apalagi mengalami sendiri merinding seolah kematian ada di depan mata
sadness,bagaimana burung yang jago itu dapat dengan mudah tertipu dan kembali dari perjalanan panjang mereka hanya dengan mulut yang penuh dengan plastik
fear,hanya mampu retweet bagi peminat cerita seram menjenguk je lah saya penakut kalau menjenguk kat wayang ini dengar suara saya seorang je menjerit walaupun tutup mata
